ID Referencia Projeto;Logradouro;Bairro;Municipio;Latitude;Longitude;N°. Projeto;Family Case
1955830;Rua Tibúrcio de Sousa, 1399 - Itaim Paulista, São Paulo, 08140-000;Itaim Paulista;São Paulo;-23,50976547;-46,39478052;83937.04112024.26;136536
1955829;Rua Tibúrcio de Sousa, 1392 - Itaim Paulista, São Paulo, 08140-000;Itaim Paulista;São Paulo;-23,50981851;-46,39490839;83937.04112024.26;136536
1955899;Rua Alto Juruá, 811 - Vila Progresso (Zona Leste), São Paulo, 08140-310;Itaim Paulista;São Paulo;-23,509879;-46,39521261;83937.04112024.26;136536
1955897;Rua Alto Juruá, 737 - Vila Progresso (Zona Leste), São Paulo, 08140-310;Itaim Paulista;São Paulo;-23,50990981;-46,3955034;83937.04112024.26;136536
1955896;Rua Alto Juruá, 752 - Vila Progresso (Zona Leste), São Paulo, 08140-310;Itaim Paulista;São Paulo;-23,50999131;-46,39578179;83937.04112024.26;136536
1955894;Rua Alto Juruá, 120 - Vila Morgadouro, São Paulo, 08140-310;Itaim Paulista;São Paulo;-23,51003365;-46,39609562;83937.04112024.26;136536
2281232;Rua Hilário Pires, 362 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,53975284;-46,42321877;83738.24102024.26;151239
2281233;Rua Hilário Pires, 346 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,53992342;-46,42332835;83738.24102024.26;151239
2281234;Rua Hilário Pires, 304 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,54019271;-46,42350756;83738.24102024.26;151239
2281235;Rua Hilário Pires, 279 - Jardim Bonifacio, São Paulo, 08420-010;itaquera;São Paulo;-23,540462;-46,42368678;83738.24102024.26;151239
2281237;Rua Hilário Pires, 210 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,54091975;-46,42399536;83738.24102024.26;151239
2281238;Rua Hilário Pires, 178 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,54110821;-46,42412473;83738.24102024.26;151239
2281239;Rua Hilário Pires, 150 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,54138653;-46,42430404;83738.24102024.26;151239
2281240;Rua Hilário Pires, 115 - Jardim Bonifacio, São Paulo, 08420-010;itaquera;São Paulo;-23,54167379;-46,42449324;83738.24102024.26;151239
2281119;Rua Shiono Katayama, 161 - Jardim Helena, São Paulo, 08420-081;itaquera;São Paulo;-23,53808975;-46,4246047;83702.24102024.26;150812
2281241;Rua Hilário Pires, 74 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,54196845;-46,42467264;83738.24102024.26;151239
2281118;Rua Manuel Calhamares, 6314 - Conjunto Residencial José Bonifácio, São Paulo, 08220-385;itaquera;São Paulo;-23,53788995;-46,42472733;83702.24102024.26;150812
2281117;Rua Manuel Calhamares, 68 - Jardim Helena, São Paulo, 08420-090;itaquera;São Paulo;-23,53774553;-46,42482735;83702.24102024.26;150812
2281242;Rua Hilário Pires, 38 - Jardim Helena, São Paulo, 08420-010;itaquera;São Paulo;-23,54226984;-46,4248667;83738.24102024.26;151239
2281243;Rua Hilário Pires, 29 - Jardim Bonifacio, São Paulo, 08420-010;itaquera;São Paulo;-23,54246941;-46,42499638;83738.24102024.26;151239
2281116;Rua Erli, 133 - Jardim Helena, São Paulo, 08420-080;itaquera;São Paulo;-23,53774938;-46,42503867;83702.24102024.26;150812
2281115;Rua Erli, 110 - Jardim Helena, São Paulo, 08420-080;itaquera;São Paulo;-23,53784664;-46,42526501;83702.24102024.26;150812
2281124;Rua Shiono Katayama, 65 - Jardim Helena, São Paulo, 08420-081;itaquera;São Paulo;-23,53852399;-46,42547898;83702.24102024.26;150812
2281114;Rua Erli, 84 - Jardim Helena, São Paulo, 08420-080;itaquera;São Paulo;-23,53793461;-46,42552062;83702.24102024.26;150812
2281125;Rua Shiono Katayama, 49 - Jardim Helena, São Paulo, 08420-081;itaquera;São Paulo;-23,53862768;-46,42577297;83702.24102024.26;150812
2281113;Rua Erli, 59 - Jardim Helena, São Paulo, 08420-080;itaquera;São Paulo;-23,53803152;-46,42578614;83702.24102024.26;150812
2281107;Rua Shiono Katayama, 22 - Jardim Helena, São Paulo, 08420-081;itaquera;São Paulo;-23,53856186;-46,42605632;83702.24102024.26;150812
2281108;Rua Shiono Katayama, 13 - Jardim Helena, São Paulo, 08420-081;itaquera;São Paulo;-23,53850706;-46,42612429;83702.24102024.26;150812
2281109;Rua Veiga Bueno, 156 - Jardim Helena, São Paulo, 08420-050;itaquera;São Paulo;-23,53837089;-46,42620119;83702.24102024.26;150812
2281111;Rua Erli, 5 - Jardim Helena, São Paulo, 08420-080;itaquera;São Paulo;-23,53818993;-46,42623842;83702.24102024.26;150812
2286218;Rua Engenheiro Romeu Belluomini, 30 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54087485;-46,42680562;83690.22102024.26;151045
2286174;Avenida Professor Osvaldo de Oliveira, 140 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54147012;-46,42700844;83727.24102024.26;151047
2281192;Rua Sebastião de Barros, 11 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,53982636;-46,42707161;83713.24102024.26;151022
2286219;Rua Engenheiro Romeu Belluomini, 74 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,5410278;-46,42721358;83690.22102024.26;151045
2286175;Avenida Professor Osvaldo de Oliveira, 184 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54158472;-46,42731333;83727.24102024.26;151047
2286274;Rua Sebastião de Barros, 46 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,53992239;-46,42738354;83713.24102024.26;151022
2286220;Rua Engenheiro Romeu Belluomini, 90 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54111133;-46,42744046;83690.22102024.26;151045
2286176;Avenida Professor Osvaldo de Oliveira, 207 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54165734;-46,4275972;83727.24102024.26;151047
2286273;Rua Sebastião de Barros, 71 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54002841;-46,42763936;83713.24102024.26;151022
2286221;Rua Engenheiro Romeu Belluomini, 121 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54120136;-46,427687;83690.22102024.26;151045
2286272;Rua Sebastião de Barros, 93 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54007222;-46,42778676;83713.24102024.26;151022
2286222;Rua Engenheiro Romeu Belluomini, 146 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54126926;-46,42787502;83690.22102024.26;151045
2286178;Rua Belo Vale, 246 - Jardim Helena, São Paulo, 08420-250;itaquera;São Paulo;-23,54176656;-46,42787901;83727.24102024.26;151047
2286271;Rua Sebastião de Barros, 100 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54016081;-46,42797383;83713.24102024.26;151022
2286179;Avenida Professor Osvaldo de Oliveira, 248 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54180598;-46,42798219;83727.24102024.26;151047
2286206;Rua Engenheiro Romeu Belluomini, 169 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54135178;-46,42809444;83690.22102024.26;151045
2286180;Avenida Professor Osvaldo de Oliveira, 262 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54190216;-46,42814936;83727.24102024.26;151047
2286270;Rua Sebastião de Barros, 149 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54025762;-46,42824914;83713.24102024.26;151022
2286181;Avenida Professor Osvaldo de Oliveira, 287 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54198163;-46,42834612;83727.24102024.26;151047
2286205;Rua Engenheiro Romeu Belluomini, 195 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54143974;-46,42835007;83690.22102024.26;151045
2286269;Rua Sebastião de Barros, 150 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54031063;-46,42837705;83713.24102024.26;151022
2286267;Rua Sebastião de Barros, 172 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54037222;-46,42855403;83713.24102024.26;151022
2286182;Avenida Professor Osvaldo de Oliveira, 322 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54206959;-46,42860175;83727.24102024.26;151047
2286204;Rua Engenheiro Romeu Belluomini, 233 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54157204;-46,42869433;83690.22102024.26;151045
2286183;Avenida Professor Osvaldo de Oliveira, 337 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,5421487;-46,4288377;83727.24102024.26;151047
2286266;Rua Sebastião de Barros, 219 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54052204;-46,42895725;83713.24102024.26;151022
2286203;Rua Engenheiro Romeu Belluomini, 263 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54166894;-46,42895985;83690.22102024.26;151045
2286184;Avenida Professor Osvaldo de Oliveira, 389 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54225455;-46,42911311;83727.24102024.26;151047
2286265;Rua Sebastião de Barros, 253 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54062762;-46,42926204;83713.24102024.26;151022
2286202;Rua Engenheiro Romeu Belluomini, 300 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54179249;-46,42927464;83690.22102024.26;151045
2286186;Avenida Professor Osvaldo de Oliveira, 407 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54234278;-46,42933936;83727.24102024.26;151047
1914217;Rua Ilha do Abrigo, 144 - Jardim Iguatemi, São Paulo, 08381-130;São Mateus - SP;São Paulo;-23,60449302;-46,42938517;83898.25102024.26;151089
2286201;Rua Engenheiro Romeu Belluomini, 313 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,5418632;-46,42944192;83690.22102024.26;151045
2286264;Rua Sebastião de Barros, 281 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54075107;-46,42958662;83713.24102024.26;151022
1914218;Rua Ilha do Abrigo, 25 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-130;São Mateus - SP;São Paulo;-23,60462648;-46,42959241;83898.25102024.26;151089
2286187;Avenida Professor Osvaldo de Oliveira, 430 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54246614;-46,42967373;83727.24102024.26;151047
1914244;Rua Antônio Nunes, 1 - Jardim Iguatemi, São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,6040474;-46,42971353;83898.25102024.26;151089
2286200;Rua Engenheiro Romeu Belluomini, 359 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54196877;-46,42974672;83690.22102024.26;151045
2286262;Rua Sebastião de Barros, 315 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54084815;-46,42983255;83713.24102024.26;151022
1914219;Rua Ilha do Abrigo, 65 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-130;São Mateus - SP;São Paulo;-23,60476871;-46,42983895;83898.25102024.26;151089
1914243;Rua Antônio Nunes, 222 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,60417156;-46,42995988;83898.25102024.26;151089
2286188;Avenida Professor Osvaldo de Oliveira, 475 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54258082;-46,42996883;83727.24102024.26;151047
2286261;Rua Sebastião de Barros, 325 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54090991;-46,42998994;83713.24102024.26;151022
2286199;Rua Engenheiro Romeu Belluomini, 388 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54207363;-46,43006904;83690.22102024.26;151045
1914220;Rua Ilha do Abrigo, 95 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-130;São Mateus - SP;São Paulo;-23,60491102;-46,4300757;83898.25102024.26;151089
2286260;Rua Sebastião de Barros, 342 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54094477;-46,43012745;83713.24102024.26;151022
1914242;Rua Antônio Nunes, 190 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,60434981;-46,43021661;83898.25102024.26;151089
2286189;Avenida Professor Osvaldo de Oliveira, 509 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54268648;-46,43026384;83727.24102024.26;151047
2286198;Rua Engenheiro Romeu Belluomini, 418 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,5421758;-46,43036018;83690.22102024.26;151045
1914221;Rua Ilha do Abrigo, 130 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-130;São Mateus - SP;São Paulo;-23,6051067;-46,43041102;83898.25102024.26;151089
2286259;Rua Sebastião de Barros, 373 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54105955;-46,43041276;83713.24102024.26;151022
1914241;Rua Antônio Nunes, 169 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,60451;-46,43047314;83898.25102024.26;151089
1914222;Rua Ilha do Abrigo, 130 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-130;São Mateus - SP;São Paulo;-23,60504268;-46,43049852;83898.25102024.26;151089
2286193;Avenida Professor Osvaldo de Oliveira, 545 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54275611;-46,43054866;83690.22102024.26;151045
2286192;Avenida Professor Osvaldo de Oliveira, 530 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,54279187;-46,43058822;83727.24102024.26;151047
2286197;Rua Engenheiro Romeu Belluomini, 442 - Jardim Helena, São Paulo, 08420-270;itaquera;São Paulo;-23,54227707;-46,43059245;83690.22102024.26;151045
2286195;Avenida Nossa Senhora de Guadalupe, 715 - Jardim Helena, São Paulo, 08420-130;itaquera;São Paulo;-23,54236719;-46,43061301;83690.22102024.26;151045
1914223;Rua Bandeira do Ouro, 426 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-030;São Mateus - SP;São Paulo;-23,60488808;-46,43061445;83898.25102024.26;151089
2286194;Avenida Nossa Senhora de Guadalupe, 728 - Jardim Helena, São Paulo, 08420-130;itaquera;São Paulo;-23,54257479;-46,43062506;83690.22102024.26;151045
2286258;Rua Sebastião de Barros, 408 - Jardim Helena, São Paulo, 08420-240;itaquera;São Paulo;-23,54113857;-46,43065849;83713.24102024.26;151022
1914240;Rua Antônio Nunes, 40 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,60466125;-46,43072959;83898.25102024.26;151089
1914224;Rua Antônio Nunes, 40 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,60472437;-46,43073027;83898.25102024.26;151089
2281297;Rua Serafim dos Anjos, 4 - Jardim Helena, São Paulo, 08420-350;itaquera;São Paulo;-23,54290647;-46,43089312;83727.24102024.26;151047
1914239;Rua Bandeira do Ouro, 362 - Jardim da Laranjeira (Zona Leste), São Paulo, 08381-030;São Mateus - SP;São Paulo;-23,60448797;-46,4309041;83898.25102024.26;151089
1914238;Rua Antônio Nunes, 94 - Jardim Iguatemi, São Paulo, 08381-120;São Mateus - SP;São Paulo;-23,6048125;-46,43097623;83898.25102024.26;151089
2281294;Avenida Professor Osvaldo de Oliveira, 588 - Jardim Helena, São Paulo, 08420-280;itaquera;São Paulo;-23,542977;-46,43108;83727.24102024.26;151047
2296811;Rua Francisco Albani, 736 - Conjunto Residencial José Bonifácio, São Paulo, 08420-280;Itaquera;São Paulo;-23,54345344;-46,43229979;83717.24102024.26;151054
2296836;Rua Francisco Albani, 743 - Conjunto Residencial José Bonifácio, São Paulo, 08420-280;Itaquera;São Paulo;-23,54354238;-46,43244768;83717.24102024.26;151054
2296837;Rua Francisco Albani, 747 - Jardim Helena, São Paulo, 08255-740;Itaquera;São Paulo;-23,54359575;-46,43253642;83717.24102024.26;151054
2296838;Rua Francisco Albani, 738 - Conjunto Residencial José Bonifácio, São Paulo, 08255-740;Itaquera;São Paulo;-23,54373843;-46,43273387;83717.24102024.26;151054
2296840;Rua Francisco Albani, 777 - Jardim Helena, São Paulo, 08255-740;Itaquera;São Paulo;-23,54381889;-46,4328229;83717.24102024.26;151054
2296959;Avenida Nagib Farah Maluf, 1460 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54174109;-46,43289834;83691.22102024.26;151004
2296842;Rua Francisco Albani, 781 - Jardim Helena, São Paulo, 08255-740;Itaquera;São Paulo;-23,54389022;-46,43292163;83717.24102024.26;151054
2296896;Rua Diego de Figueroa, 154 - Jardim Bonifacio, São Paulo, 08255-710;Itaquera;São Paulo;-23,54282441;-46,43293947;83716.24102024.26;151038
2296958;Avenida Nagib Farah Maluf, 1438 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54183075;-46,43296788;83691.22102024.26;151004
2296895;Rua Dominique Serres, 298 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54288735;-46,43296953;83716.24102024.26;151038
2296894;Rua Dominique Serres, 311 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54303075;-46,43308863;83716.24102024.26;151038
2296957;Avenida Nagib Farah Maluf, 1380 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54198309;-46,43309687;83691.22102024.26;151004
2296843;Rua Francisco Albani, 811 - Jardim Helena, São Paulo, 08420-280;Itaquera;São Paulo;-23,54403299;-46,43310929;83717.24102024.26;151054
2296956;Avenida Nagib Farah Maluf, 1376 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54211755;-46,43320607;83691.22102024.26;151004
2296893;Rua Dominique Serres, 272 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54317397;-46,43322732;83716.24102024.26;151038
2296844;Rua Francisco Albani, 839 - Jardim Helena, São Paulo, 08420-280;Itaquera;São Paulo;-23,54417593;-46,43327736;83717.24102024.26;151054
2296955;Avenida Nagib Farah Maluf, 1362 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54224298;-46,43331518;83691.22102024.26;151004
2296892;Rua Dominique Serres, 256 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54333515;-46,433376;83716.24102024.26;151038
2296954;Avenida Nagib Farah Maluf, 1314 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54247595;-46,43351361;83691.22102024.26;151004
2296861;Rua Francisco Albani, 836 - Conjunto Residencial José Bonifácio, São Paulo, 08420-280;Itaquera;São Paulo;-23,54439022;-46,43354416;83717.24102024.26;151054
2296891;Rua Dominique Serres, 232 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54362186;-46,43362399;83716.24102024.26;151038
2296953;Avenida Nagib Farah Maluf, 1288 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54275389;-46,43373213;83691.22102024.26;151004
2296862;Rua Francisco Albani, 908 - Conjunto Residencial José Bonifácio, São Paulo, 08420-280;Itaquera;São Paulo;-23,5445598;-46,4337615;83717.24102024.26;151054
2296890;Rua Dominique Serres, 216 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54383677;-46,43382223;83716.24102024.26;151038
2296876;Rua Francisco Albani, 917 - Jardim Helena, São Paulo, 08420-280;Itaquera;São Paulo;-23,54468477;-46,43391959;83717.24102024.26;151054
2296952;Avenida Nagib Farah Maluf, 1226 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54302263;-46,43397013;83691.22102024.26;151004
2296889;Rua Dominique Serres, 171 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54408753;-46,43405025;83716.24102024.26;151038
2296875;Rua Francisco Albani, 947 - Jardim Helena, São Paulo, 08420-280;Itaquera;São Paulo;-23,54482763;-46,43409746;83717.24102024.26;151054
2296951;Avenida Nagib Farah Maluf, 1198 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54329145;-46,43419834;83691.22102024.26;151004
2296888;Rua Dominique Serres, 133 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54431139;-46,43425838;83716.24102024.26;151038
2296950;Avenida Nagib Farah Maluf, 1180 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54343466;-46,43433703;83691.22102024.26;151004
2296877;Rua Francisco Albani, 985 - Jardim Helena, São Paulo, 08420-280;Itaquera;São Paulo;-23,54503297;-46,43435437;83717.24102024.26;151054
2296949;Avenida Nagib Farah Maluf, 1170 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54351916;-46,43438036;83691.22102024.26;151004
2296948;Avenida Nagib Farah Maluf, 1168 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54359157;-46,43444041;83691.22102024.26;151004
2296887;Rua Dominique Serres, 83 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54458888;-46,43452587;83716.24102024.26;151038
2296878;Rua Francisco Albani, 1024 - Conjunto Residencial José Bonifácio, São Paulo, 08420-280;Itaquera;São Paulo;-23,54522043;-46,43459149;83717.24102024.26;151054
2296947;Avenida Nagib Farah Maluf, 1148 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54379684;-46,43460749;83691.22102024.26;151004
2305195;Rua Alfredo Ricci, 11 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54337723;-46,43468904;83689.22102024.26;150737
2296946;Avenida Nagib Farah Maluf, 1118 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54388961;-46,43469244;83691.22102024.26;151004
2296945;Avenida Nagib Farah Maluf, 1098 - Conjunto Residencial José Bonifácio, São Paulo, 08253-100;Itaquera;São Paulo;-23,54399093;-46,4347724;83691.22102024.26;151004
2296886;Rua Dominique Serres, 168 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54487558;-46,43477387;83716.24102024.26;151038
2296883;Rua Dominique Serres, 92 - Jardim Bonifacio, São Paulo, 08255-500;Itaquera;São Paulo;-23,54530902;-46,43477857;83716.24102024.26;151038
2296879;Rua Francisco Albani, 1041 - Jardim Helena, São Paulo, 08420-280;Itaquera;São Paulo;-23,54537213;-46,43478905;83717.24102024.26;151054
2296885;Rua Dominique Serres, 162 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54498357;-46,43481422;83716.24102024.26;151038
2296884;Rua Dominique Serres, 83 - Jardim Bonifacio, São Paulo, 08255-720;Itaquera;São Paulo;-23,54510999;-46,43481559;83716.24102024.26;151038
2305197;Rua Alfredo Ricci, 42 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54333976;-46,43483556;83689.22102024.26;150737
2288789;Avenida Nagib Farah Maluf, 1060 - Conjunto Residencial José Bonifácio, São Paulo, 08255;itaquera;São Paulo;-23,54420967;-46,43494698;83691.22102024.26;151004
2305199;Rua Alfredo Ricci, 60 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54327479;-46,43494721;83689.22102024.26;150737
2305200;Rua Alfredo Ricci, 80 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54321126;-46,43505946;83689.22102024.26;150737
2288787;Avenida Nagib Farah Maluf, 990 - Conjunto Residencial José Bonifácio, São Paulo, 08255;itaquera;São Paulo;-23,54449297;-46,43513215;83691.22102024.26;151004
2288784;Avenida Nagib Farah Maluf, 970 - Conjunto Residencial José Bonifácio, São Paulo, 08255;itaquera;São Paulo;-23,54476306;-46,43522324;83691.22102024.26;151004
2288783;Avenida Nagib Farah Maluf, 946 - Conjunto Residencial José Bonifácio, São Paulo, 08255;itaquera;São Paulo;-23,54507857;-46,43528544;83691.22102024.26;151004
2305206;Rua Alfredo Ricci, 83 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54308258;-46,43530295;83689.22102024.26;150737
2305207;Rua Alfredo Ricci, 88 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54300926;-46,4354197;83689.22102024.26;150737
2305208;Rua Alfredo Ricci, 134 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54290821;-46,43560471;83689.22102024.26;150737
2305209;Rua Alfredo Ricci, 139 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54281898;-46,4356539;83689.22102024.26;150737
2305210;Rua Alfredo Ricci, 173 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54273456;-46,43582812;83689.22102024.26;150737
2305211;Rua Alfredo Ricci, 158 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54272463;-46,43592597;83689.22102024.26;150737
2305212;Rua Alfredo Ricci, 162 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54263288;-46,4360817;83689.22102024.26;150737
2326045;Rua Alfredo Ricci, 279 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54221135;-46,43683902;83689.22102024.26;150737
2326043;Rua Alfredo Ricci, 293 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54203398;-46,43705445;83689.22102024.26;150737
2326042;Rua Alfredo Ricci, 334 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54200146;-46,43733923;83689.22102024.26;150737
2326041;Rua Alfredo Ricci, 360 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54203768;-46,43749449;83689.22102024.26;150737
2326038;Rua Alfredo Ricci, 369 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54208338;-46,43769991;83689.22102024.26;150737
2326037;Rua Alfredo Ricci, 388 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54210566;-46,43779947;83689.22102024.26;150737
2344526;Rua Giácomo Perti, 378 - Conjunto Residencial José Bonifácio, São Paulo, 08250;Itaquera;São Paulo;-23,54219045;-46,4379771;83689.22102024.26;150737
2344527;Rua Artur Gonçalves de Sales, 27 - Conjunto Residencial José Bonifácio, São Paulo, 08253-020;Itaquera;São Paulo;-23,54226274;-46,43829447;83689.22102024.26;150737
2344528;Rua Alfredo Ricci, 461 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,54233217;-46,43859888;83689.22102024.26;150737
2344529;Rua Alfredo Ricci, 495 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,5424017;-46,4388935;83689.22102024.26;150737
2344530;Rua Alfredo Ricci, 509 - Conjunto Residencial José Bonifácio, São Paulo, 08253-010;Itaquera;São Paulo;-23,542409;-46,43907969;83689.22102024.26;150737
