ID Referencia Projeto;Logradouro;Bairro;Municipio;Latitude;Longitude;N°. Projeto;Family Case
1643908;Rua Opala, 44 - Vila Veloso, Carapicuíba, 06332-446;Carapicuíba;Carapicuíba;-23,55293891;-46,83052174;83906.30102024.26;158022
1661490;Rua Derivan Araújo Castro, 144 - Parque Jandaia, Carapicuíba, 06333-220;Carapicuíba;Carapicuíba;-23,56072246;-46,83052184;83924.04112024.26;156930
1660915;Rua São José, 115 - Jardim Alice, Carapicuíba, 06332-210;Carapicuíba;Carapicuíba;-23,54777378;-46,83052855;83906.30102024.26;158022
1661488;Rua Tenente José Nogueira, 390 - Parque Jandaia, Carapicuíba, 06333-190;Carapicuíba;Carapicuíba;-23,56123695;-46,83053876;83924.04112024.26;156930
1660946;Rua Imbúia, 20 - Vila Veloso, Carapicuíba, 06332-430;Carapicuíba;Carapicuíba;-23,5485502;-46,8305393;83906.30102024.26;158022
1643930;Rua Braúna, 26 - Vila Veloso, Carapicuíba, 06332-345;Carapicuíba;Carapicuíba;-23,5520626;-46,83055857;83906.30102024.26;158022
1661450;Rua Newton Macha Júnior, 555 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56168813;-46,83056461;83924.04112024.26;156930
1660922;Rua Imbúia, 7 - Vila Veloso, Carapicuíba, 06332-430;Carapicuíba;Carapicuíba;-23,54828804;-46,83056506;83906.30102024.26;158022
1641253;Avenida Jatobá, 473 - Vila Veloso, Carapicuíba, 06332-340;Carapicuíba;Carapicuíba;-23,55093361;-46,83058211;83906.30102024.26;158022
1660921;Avenida Cataguá, 472 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54826975;-46,83058439;83906.30102024.26;158022
1643931;Rua Braúna, 26 - Vila Veloso, Carapicuíba, 06332-345;Carapicuíba;Carapicuíba;-23,55204397;-46,83060729;83906.30102024.26;158022
1660916;Rua São José, 137 - Jardim Alice, Carapicuíba, 06332-210;Carapicuíba;Carapicuíba;-23,54791707;-46,83062848;83906.30102024.26;158022
1643913;Rua Guarantã, 612 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,55246794;-46,83064255;83906.30102024.26;158022
1660878;Rua Cambará, 510 - Vila Veloso, Carapicuíba, 63324-440;Carapicuíba;Carapicuíba;-23,54934353;-46,83064824;83906.30102024.26;158022
1661447;Rua Tenente José Nogueira, 278 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56135294;-46,83065792;83924.04112024.26;156930
1660877;Rua Cambará, 247 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54968637;-46,83067258;83906.30102024.26;158022
1643909;Rua Rubi, 12 - Vila Veloso, Carapicuíba, 06332-446;Carapicuíba;Carapicuíba;-23,55293706;-46,83067843;83906.30102024.26;158022
1641205;Rua Imbúia, 203 - Vila Veloso, Carapicuíba, 06332-430;Carapicuíba;Carapicuíba;-23,55021135;-46,83068807;83906.30102024.26;158022
1661448;Rua Tenente José Nogueira, 210 - Parque Jandaia, Carapicuíba, 06333-190;Carapicuíba;Carapicuíba;-23,56122608;-46,83069534;83924.04112024.26;156930
1660917;Rua São José, 145 - Jardim Alice, Carapicuíba, 06332-210;Carapicuíba;Carapicuíba;-23,5480246;-46,83069853;83906.30102024.26;158022
1660920;Avenida Cataguá, 460 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54825031;-46,83070166;83906.30102024.26;158022
1643912;Rua Rubi, 15 - Vila Veloso, Carapicuíba, 06332-445;Carapicuíba;Carapicuíba;-23,55255844;-46,83070991;83906.30102024.26;158022
1661489;Rua Derivan Araújo Castro, 200 - Parque Jandaia, Carapicuíba, 06333-220;Carapicuíba;Carapicuíba;-23,56097306;-46,83071142;83924.04112024.26;156930
1643911;Rua Rubi, 8 - Vila Veloso, Carapicuíba, 06332-445;Carapicuíba;Carapicuíba;-23,55273889;-46,83072221;83906.30102024.26;158022
1660905;Rua Parque da Fonte, 161 - Jardim Alice, Carapicuíba, 06332-200;Carapicuíba;Carapicuíba;-23,54663369;-46,83072824;83906.30102024.26;158022
1643910;Rua Rubi, 12 - Vila Veloso, Carapicuíba, 06332-446;Carapicuíba;Carapicuíba;-23,55288583;-46,83073531;83906.30102024.26;158022
1660875;Rua Cambará, 340 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54992897;-46,83077388;83906.30102024.26;158022
1641254;Avenida Jatobá, 449 - Vila Veloso, Carapicuíba, 06332-380;Carapicuíba;Carapicuíba;-23,55094022;-46,83078789;83906.30102024.26;158022
1660919;Avenida Cataguá, 432 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54815899;-46,83078854;83906.30102024.26;158022
1660879;Rua Cambará, 142 - Vila Veloso, Carapicuíba, 06334-000;Carapicuíba;Carapicuíba;-23,54898055;-46,83079992;83906.30102024.26;158022
1643914;Rua Rubi, 3 - Vila Veloso, Carapicuíba, 06332-445;Carapicuíba;Carapicuíba;-23,55249949;-46,83080822;83906.30102024.26;158022
1660874;Rua Antônio Teixeira Lacerda, 400 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54968475;-46,83080968;83906.30102024.26;158022
1643871;Rua Guarantã, 366 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,55181584;-46,83080982;83906.30102024.26;158022
1660894;Rua Comendador Manoel Kerlakian, 325 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54717446;-46,83081408;83906.30102024.26;158022
1660893;Rua Comendador Manoel Kerlakian, 349 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54724668;-46,83081508;83906.30102024.26;158022
1660904;Rua Parque da Fonte, 161 - Jardim Alice, Carapicuíba, 06332-200;Carapicuíba;Carapicuíba;-23,54658523;-46,83083266;83906.30102024.26;158022
1660895;Rua Comendador Manoel Kerlakian, 301 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,5471196;-46,83087209;83906.30102024.26;158022
1660918;Avenida Cataguá, 335 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54804047;-46,83088484;83906.30102024.26;158022
1661449;Rua Derivan Araújo Castro, 259 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56122354;-46,8309108;83924.04112024.26;156930
1643870;Rua Guarantã, 390 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,55190485;-46,83091879;83906.30102024.26;158022
1660880;Rua Cambará, 155 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54877141;-46,83092435;83906.30102024.26;158022
1661438;Rua Derivan Araújo Castro, 388 - Parque Jandaia, Carapicuíba, 06333-220;Carapicuíba;Carapicuíba;-23,56272466;-46,83095414;83924.04112024.26;156930
1660892;Rua Comendador Manoel Kerlakian, 102 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54744369;-46,83095493;83906.30102024.26;158022
1661445;Rua Derivan Araújo Castro, 246 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56149358;-46,83098311;83924.04112024.26;156930
1641203;Rua Maria Cândida Ferreira Lacerda, 288 - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55020631;-46,8309932;83906.30102024.26;158022
1661441;Viela Manoel Mendes, 62 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56213339;-46,83100119;83924.04112024.26;156930
1661444;Viela Manoel Mendes, 62 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56181798;-46,83100172;83924.04112024.26;156930
1661440;Rua Derivan Araújo Castro, 16 - Parque Jandaia, Carapicuíba, 06333-220;Carapicuíba;Carapicuíba;-23,56238553;-46,83101341;83924.04112024.26;156930
1661439;Rua Derivan Araújo Castro, 372 - Parque Jandaia, Carapicuíba, 06333-220;Carapicuíba;Carapicuíba;-23,56259318;-46,83101628;83924.04112024.26;156930
1661442;Viela Manoel Mendes, 61 - Parque Jandaia, Carapicuíba, 06333-490;Carapicuíba;Carapicuíba;-23,56201687;-46,83101976;83924.04112024.26;156930
1660873;Rua Antônio Teixeira Lacerda, 391 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54965513;-46,83102475;83906.30102024.26;158022
1660903;Rua Parque da Fonte, 123 - Jardim Alice, Carapicuíba, 06332-200;Carapicuíba;Carapicuíba;-23,54649511;-46,83102495;83906.30102024.26;158022
1643915;Rua Guarantã, 619 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,5524877;-46,83104313;83906.30102024.26;158022
1660881;Rua Cambará, 501 - Vila Veloso, Carapicuíba, 06334-000;Carapicuíba;Carapicuíba;-23,5486434;-46,8310597;83906.30102024.26;158022
1643869;Rua Guarantã, 130 - Vila Veloso, Carapicuíba, 06332-355;Carapicuíba;Carapicuíba;-23,55182164;-46,83108415;83906.30102024.26;158022
1660891;Rua Comendador Manoel Kerlakian, 360 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54764984;-46,83108511;83906.30102024.26;158022
1660890;Avenida Cataguá, 370 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54778514;-46,83109678;83906.30102024.26;158022
1660896;Rua Comendador Manoel Kerlakian, 240 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,5469718;-46,83115408;83906.30102024.26;158022
1660882;Rua Cambará, 134 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54853379;-46,83116592;83906.30102024.26;158022
1643920;Rua Safira, 34 - Vila Veloso, Carapicuíba, 06332-425;Carapicuíba;Carapicuíba;-23,55250651;-46,83120138;83906.30102024.26;158022
1643921;Rua Safira, 27 - Vila Veloso, Carapicuíba, 06332-425;Carapicuíba;Carapicuíba;-23,55268696;-46,83121368;83906.30102024.26;158022
1643919;Rua Safira, 34 - Vila Veloso, Carapicuíba, 06332-425;Carapicuíba;Carapicuíba;-23,55250368;-46,83121966;83906.30102024.26;158022
1643922;Rua Safira, 7 - Vila Veloso, Carapicuíba, 06332-425;Carapicuíba;Carapicuíba;-23,55286741;-46,83122597;83906.30102024.26;158022
1660897;Rua Comendador Manoel Kerlakian, 239 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54693465;-46,83124171;83906.30102024.26;158022
1643923;Rua Safira, 45 - Vila Veloso, Carapicuíba, 06332-425;Carapicuíba;Carapicuíba;-23,55294832;-46,83125648;83906.30102024.26;158022
1643916;Rua Guarantã, 571 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,55247613;-46,83125846;83906.30102024.26;158022
1660883;Rua Cambará, 105 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54823436;-46,8312891;83906.30102024.26;158022
1660889;Avenida Cataguá, 336 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54753908;-46,83128926;83906.30102024.26;158022
1660872;Rua Antônio Teixeira Lacerda, 291 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54959773;-46,8312982;83906.30102024.26;158022
1660902;Rua Parque da Fonte, 75 - Jardim Alice, Carapicuíba, 06332-200;Carapicuíba;Carapicuíba;-23,54634915;-46,83136563;83906.30102024.26;158022
1641202;Rua Maria Cândida Ferreira Lacerda, 368 - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55020612;-46,83137735;83906.30102024.26;158022
1643924;Rua Safira, 7 - Vila Veloso, Carapicuíba, 06332-425;Carapicuíba;Carapicuíba;-23,55294659;-46,83140338;83906.30102024.26;158022
1643868;Rua Guarantã, 45 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,5518088;-46,8314072;83906.30102024.26;158022
1660898;Rua Comendador Manoel Kerlakian, 209 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54686949;-46,83140731;83906.30102024.26;158022
1660884;Rua Cambará, 53 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54797105;-46,83141278;83906.30102024.26;158022
1660888;Rua Cambará, 267 - Vila Veloso, Carapicuíba, 06784-560;Carapicuíba;Carapicuíba;-23,54734734;-46,83144596;83906.30102024.26;158022
1660871;Rua Antônio Teixeira Lacerda, 311 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54953246;-46,8314736;83906.30102024.26;158022
1660885;Rua Cambará, 1000 - Vila Veloso, Carapicuíba, 06334-000;Carapicuíba;Carapicuíba;-23,54770773;-46,83153646;83906.30102024.26;158022
1643925;Viela Avaí, 11 - Jardim Planalto, Carapicuíba, 63623-310;Carapicuíba;Carapicuíba;-23,55294485;-46,83155027;83906.30102024.26;158022
1660870;Rua Antônio Teixeira Lacerda, 321 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54947714;-46,83157077;83906.30102024.26;158022
1643867;Rua Guarantã, 1226 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,55183381;-46,83158385;83906.30102024.26;158022
1643927;Rua Topazio, 18 - Vila Veloso, Carapicuíba, 06332-415;Carapicuíba;Carapicuíba;-23,55266452;-46,83158557;83906.30102024.26;158022
1643926;Rua Topazio, 22 - Vila Veloso, Carapicuíba, 06332-415;Carapicuíba;Carapicuíba;-23,55284497;-46,83159786;83906.30102024.26;158022
1641264;Avenida Jatobá, 374 - Vila Veloso, Carapicuíba, 06332-340;Carapicuíba;Carapicuíba;-23,55089714;-46,83160946;83906.30102024.26;158022
1660899;Rua Comendador Manoel Kerlakian, 191 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54683084;-46,83162225;83906.30102024.26;158022
1660887;Avenida Cataguá, 272-320 - Vila Veloso, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54735436;-46,8316393;83906.30102024.26;158022
1660869;Rua Antônio Teixeira Lacerda, 294 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54939496;-46,83164799;83906.30102024.26;158022
1660886;Avenida Cataguá, 272-320 - Vila Veloso, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54739025;-46,83166654;83906.30102024.26;158022
1641201;Rua Maria Cândida Ferreira Lacerda, 41a - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55021353;-46,83168382;83906.30102024.26;158022
1643865;Rua Guarantã, 489 - Vila Veloso, Carapicuíba, 06332-350;Carapicuíba;Carapicuíba;-23,55190454;-46,83171216;83906.30102024.26;158022
1660835;Rua Marconi, 255 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54457993;-46,83172211;83906.30102024.26;158022
1660844;Rua Parque da Fonte, 35 - Jardim Alice, Carapicuíba, 06332-200;Carapicuíba;Carapicuíba;-23,54631178;-46,83172534;83906.30102024.26;158022
1660836;Rua Marconi, 58 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54474721;-46,83173265;83906.30102024.26;158022
1660837;Rua Marconi, 73 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54492387;-46,8317445;83906.30102024.26;158022
1660868;Rua Antônio Teixeira Lacerda, 259 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54928535;-46,83175421;83906.30102024.26;158022
1660838;Rua Marconi, 97 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54519499;-46,83176393;83906.30102024.26;158022
1660839;Rua Marconi, 502 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,5455568;-46,83178726;83906.30102024.26;158022
1660900;Rua Comendador Manoel Kerlakian, 129 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54683012;-46,83179854;83906.30102024.26;158022
1660840;Rua Marconi, 280 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54587182;-46,83180514;83906.30102024.26;158022
1643866;Rua Turquesa, 28 - Vila Veloso, Carapicuíba, 06332-447;Carapicuíba;Carapicuíba;-23,55200269;-46,83181147;83906.30102024.26;158022
1660841;Rua Parque da Fonte, 39 - Jardim Alice, Carapicuíba, 06332-200;Carapicuíba;Carapicuíba;-23,54620536;-46,83182906;83906.30102024.26;158022
1660867;Rua Antônio Teixeira Lacerda, 225 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54913963;-46,83185993;83906.30102024.26;158022
1660845;Rua Marconi, 310 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54653059;-46,83186863;83906.30102024.26;158022
1660846;Rua Marconi, 279 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54663816;-46,83188217;83906.30102024.26;158022
1641200;Rua Maria Cândida Ferreira Lacerda, 311 - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55022047;-46,83188363;83906.30102024.26;158022
1660901;Rua Marconi, 291 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54683653;-46,83190637;83906.30102024.26;158022
1660850;Rua Marconi, 297 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54686303;-46,8319557;83906.30102024.26;158022
1660866;Rua Antônio Teixeira Lacerda, 219 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54901209;-46,83195611;83906.30102024.26;158022
1641265;Avenida Jatobá, 195 - Vila Veloso, Carapicuíba, 06332-340;Carapicuíba;Carapicuíba;-23,55088744;-46,8319728;83906.30102024.26;158022
1643856;Rua Turmalina, 2 - Vila Veloso, Carapicuíba, 06332-405;Carapicuíba;Carapicuíba;-23,55250643;-46,83197517;83906.30102024.26;158022
1643848;Rua Turquesa, 25 - Vila Veloso, Carapicuíba, 06332-447;Carapicuíba;Carapicuíba;-23,55199147;-46,83199741;83906.30102024.26;158022
1643854;Rua Turmalina, 12 - Vila Veloso, Carapicuíba, 06332-405;Carapicuíba;Carapicuíba;-23,55274093;-46,83199801;83906.30102024.26;158022
1660851;Rua Marconi, 349 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54709902;-46,83205183;83906.30102024.26;158022
1641199;Rua Maria Cândida Ferreira Lacerda, 288 - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55022971;-46,83207279;83906.30102024.26;158022
1660852;Rua Marconi, 349 - Jardim Santa Tereza, Carapicuíba, 06332-190;Carapicuíba;Carapicuíba;-23,54725188;-46,83211428;83906.30102024.26;158022
1660847;Rua Comendador Manoel Kerlakian, 127 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54681255;-46,83212484;83906.30102024.26;158022
1660865;Rua Antônio Teixeira Lacerda, 183 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54871185;-46,83214784;83906.30102024.26;158022
1643853;Rua Turquesa, 19 - Vila Veloso, Carapicuíba, 06332-447;Carapicuíba;Carapicuíba;-23,55244983;-46,83218007;83906.30102024.26;158022
1643849;Rua Turquesa, 40 - Vila Veloso, Carapicuíba, 06332-447;Carapicuíba;Carapicuíba;-23,55197088;-46,83221261;83906.30102024.26;158022
1660858;Rua Antônio Teixeira Lacerda, 15 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54749485;-46,83221559;83906.30102024.26;158022
1660855;Avenida Cataguá, 170 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54736735;-46,83226103;83906.30102024.26;158022
1660864;Rua Antônio Teixeira Lacerda, 312 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54849356;-46,83228193;83906.30102024.26;158022
1643851;Rua Turquesa, 19 - Vila Veloso, Carapicuíba, 06332-447;Carapicuíba;Carapicuíba;-23,55219578;-46,83228429;83906.30102024.26;158022
1660859;Rua Antônio Teixeira Lacerda, 25 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54768071;-46,83228967;83906.30102024.26;158022
1643850;Rua Turquesa, 22 - Vila Veloso, Carapicuíba, 06332-447;Carapicuíba;Carapicuíba;-23,55203315;-46,83229183;83906.30102024.26;158022
1641266;Avenida Jatobá, 311 - Vila Veloso, Carapicuíba, 06332-340;Carapicuíba;Carapicuíba;-23,55088577;-46,83234448;83906.30102024.26;158022
1660860;Rua Antônio Teixeira Lacerda, 49 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54783421;-46,83235144;83906.30102024.26;158022
1641196;Rua Maria Cândida Ferreira Lacerda, 270 - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55027898;-46,83236673;83906.30102024.26;158022
1641268;Rua Guarubei, 489 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,55071338;-46,83236864;83906.30102024.26;158022
1671027;Rua Cachoeira, 16 - Vila Leopoldo, Carapicuíba, 06332-230;Carapicuíba;Carapicuíba;-23,54559401;-46,83236906;83906.30102024.26;158022
1671028;Rua Cachoeira, 21 - Vila Leopoldo, Carapicuíba, 06332-230;Carapicuíba;Carapicuíba;-23,54564818;-46,83236981;83906.30102024.26;158022
1641198;Rua Guarubei, 182A - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,55051706;-46,83237013;83906.30102024.26;158022
1641267;Avenida Jatobá, 192 - Vila Veloso, Carapicuíba, 06332-340;Carapicuíba;Carapicuíba;-23,55086736;-46,83237361;83906.30102024.26;158022
1641197;Rua Guarubei, 411 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,55029947;-46,83237543;83906.30102024.26;158022
1660863;Rua Antônio Teixeira Lacerda, 98 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,5482395;-46,83238615;83906.30102024.26;158022
1671094;Rua Guarubei, 375 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,55001635;-46,83239413;83906.30102024.26;158022
1660861;Rua Antônio Teixeira Lacerda, 48 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,5479527;-46,8323953;83906.30102024.26;158022
1671025;Rua Cachoeira, 16 - Vila Leopoldo, Carapicuíba, 06332-230;Carapicuíba;Carapicuíba;-23,5455395;-46,83239769;83906.30102024.26;158022
1671095;Rua Guarubei, 386 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,54985554;-46,83240856;83906.30102024.26;158022
1671029;Rua Cachoeira, 51 - Vila Leopoldo, Carapicuíba, 06332-230;Carapicuíba;Carapicuíba;-23,54589148;-46,83241236;83906.30102024.26;158022
1660862;Rua Antônio Teixeira Lacerda, 316 - Vila Veloso, Carapicuíba, 06332-450;Carapicuíba;Carapicuíba;-23,54812179;-46,8324139;83906.30102024.26;158022
1671096;Rua Guarubei, 329 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,54966572;-46,83242551;83906.30102024.26;158022
1660848;Rua Comendador Manoel Kerlakian, 104 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54670056;-46,83244111;83906.30102024.26;158022
1671097;Rua Guarubei, 204 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,549584;-46,83246356;83906.30102024.26;158022
1660856;Avenida Cataguá, 160 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54728185;-46,83247542;83906.30102024.26;158022
1671030;Rua Cachoeira, 88 - Vila Leopoldo, Carapicuíba, 06332-230;Carapicuíba;Carapicuíba;-23,54617946;-46,83249471;83906.30102024.26;158022
1641195;Rua Guarubei, 338 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,55028424;-46,83250265;83906.30102024.26;158022
1671024;Rua Cachoeira, 16 - Vila Leopoldo, Carapicuíba, 06332-230;Carapicuíba;Carapicuíba;-23,54554726;-46,83250553;83906.30102024.26;158022
1671093;Rua Guarubei, 375 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,550018;-46,83252227;83906.30102024.26;158022
1644107;Rua Pereira Barreto, 620 - Jardim Santa Brigida, Carapicuíba, 06333-330;Carapicuíba;Carapicuíba;-23,55875706;-46,83256139;83923.04112024.26;157874
1644106;Rua Pereira Barreto, 620 - Jardim Santa Brigida, Carapicuíba, 06333-330;Carapicuíba;Carapicuíba;-23,55856735;-46,83256856;83923.04112024.26;157874
1644108;Rua Pereira Barreto, 904 - Jardim Santa Brigida, Carapicuíba, 06333-330;Carapicuíba;Carapicuíba;-23,55886528;-46,83257269;83923.04112024.26;157874
1671098;Rua Guarubei, 253 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,54945588;-46,8326087;83906.30102024.26;158022
1644109;Rua Penápolis, 12 - Jardim Santa Brigida, Carapicuíba, 06333-350;Carapicuíba;Carapicuíba;-23,55900013;-46,83262354;83923.04112024.26;157874
1643963;Estrada do Embiruçu, 59 - Vila Dirce, Carapicuíba, 06333-330;Carapicuíba;Carapicuíba;-23,55840381;-46,83265445;83923.04112024.26;157874
1660849;Rua Comendador Manoel Kerlakian, 59 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54661999;-46,83265753;83906.30102024.26;158022
1671124;Rua Comendador Manoel Kerlakian, 59 - Jardim Santa Tereza, Carapicuíba, 06332-220;Carapicuíba;Carapicuíba;-23,54661999;-46,83265753;83906.30102024.26;158022
1641269;Avenida Jatobá, 277 - Vila Veloso, Carapicuíba, 06332-340;Carapicuíba;Carapicuíba;-23,5508714;-46,83268249;83906.30102024.26;158022
1641194;Rua Maria Cândida Ferreira Lacerda, 406 - Vila Veloso, Carapicuíba, 06332-335;Carapicuíba;Carapicuíba;-23,55027972;-46,83268751;83906.30102024.26;158022
1671023;Rua Presidente Epitácio, 65 - Vila Leopoldo, Carapicuíba, 06332-250;Carapicuíba;Carapicuíba;-23,54558118;-46,8326921;83906.30102024.26;158022
1660857;Avenida Cataguá, 134 - Jardim Santa Tereza, Carapicuíba, 06332-130;Carapicuíba;Carapicuíba;-23,54719224;-46,83270033;83906.30102024.26;158022
1671099;Rua Guarubei, 125 - Vila Veloso, Carapicuíba, 06332-300;Carapicuíba;Carapicuíba;-23,54936421;-46,83272496;83906.30102024.26;158022
1644110;Rua Penápolis, 1 - Jardim Santa Brigida, Carapicuíba, 06333-350;Carapicuíba;Carapicuíba;-23,55908891;-46,83275211;83923.04112024.26;157874
1671022;Rua Presidente Epitácio, 104 - Vila Leopoldo, Carapicuíba, 06332-250;Carapicuíba;Carapicuíba;-23,54560653;-46,83283936;83906.30102024.26;158022
